BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
202001,15,2300,202001,16,1200,144068,865705,"NEW YORK",36,2020,"January","Winter Weather","Z",27,"NORTHERN FRANKLIN","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","0.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","A general 3 to 5 inches of snow observed with minimal impacts.","CSV"
202001,15,2300,202001,16,1200,144068,865706,"NEW YORK",36,2020,"January","Winter Weather","Z",26,"NORTHERN ST. LAWRENCE","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","0.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","A general 3 to 5 inches of snow observed with minimal impacts.","CSV"
202001,15,2300,202001,16,1200,144068,865701,"NEW YORK",36,2020,"January","Winter Storm","Z",34,"WESTERN ESSEX","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 5 to 8 inches across southeast St. Lawrence, southern Franklin and western Essex counties with minimal impacts.","CSV"
202001,12,0,202001,12,800,144020,864469,"VERMONT",50,2020,"January","Winter Weather","Z",5,"WESTERN CHITTENDEN","BTV","12-JAN-20 00:00:00","EST-5","12-JAN-20 08:00:00","0","0","0","0","10.00K","0.00K","Public",,,,,,,,,,,,,,,,,,,,,,"A moisture laden storm system tracked along a old cold front from the the Gulf of Mexico up across NY and VT. On Saturday, January 11th, the front was positioned across southern Canada with temperatures in the 50s/60s across VT. As the front slowly progressed south into northwest VT during the late evening and overnight hours, moderate to heavy rain fell across the region. during the early morning hours of January 12th, the cold front slipped south into the southern portions of the Champlain Valley.||Widespread 1/4 to 1/2 inches of ice accretion with locally up to 3/4 inch was observed along the international border, resulting in hazardous travel and scattered power outages.","Rain changed to freezing rain, mixed with sleet after midnight on January 12th and accumulated 1/10 to 1/4 across western Chittenden county.","CSV"
202001,15,2300,202001,16,1200,144068,865700,"NEW YORK",36,2020,"January","Winter Storm","Z",30,"SOUTHERN FRANKLIN","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 5 to 8 inches across southeast St. Lawrence, southern Franklin and western Essex counties with minimal impacts.","CSV"
202001,15,2300,202001,16,1200,144068,865703,"NEW YORK",36,2020,"January","Winter Weather","Z",28,"EASTERN CLINTON","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","0.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","A general 3 to 5 inches of snow observed with minimal impacts.","CSV"
202001,16,0,202001,16,1400,144069,865716,"VERMONT",50,2020,"January","Winter Storm","Z",16,"EASTERN FRANKLIN","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","10.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 6 to 10 inches were observed with largely minimal impacts of slippery road conditions. An isolated power outage or two did occur due to snow loading of snow on wet branches that adhered and bent onto power lines.","CSV"
202001,15,2300,202001,16,1200,144068,865708,"NEW YORK",36,2020,"January","Winter Weather","Z",31,"WESTERN CLINTON","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","0.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","A general 3 to 5 inches of snow observed with minimal impacts.","CSV"
202001,16,0,202001,16,1400,144069,865713,"VERMONT",50,2020,"January","Winter Storm","Z",7,"CALEDONIA","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","10.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 6 to 10 inches were observed with largely minimal impacts of slippery road conditions. An isolated power outage or two did occur due to snow loading of snow on wet branches that adhered and bent onto power lines.","CSV"
202001,15,2300,202001,16,1200,144068,865707,"NEW YORK",36,2020,"January","Winter Weather","Z",87,"SOUTHWESTERN ST. LAWRENCE","BTV","15-JAN-20 23:00:00","EST-5","16-JAN-20 12:00:00","0","0","0","0","0.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","A general 3 to 5 inches of snow observed with minimal impacts.","CSV"
202001,16,0,202001,16,1400,144069,865726,"VERMONT",50,2020,"January","Winter Weather","Z",1,"GRAND ISLE","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865724,"VERMONT",50,2020,"January","Winter Weather","Z",19,"EASTERN RUTLAND","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865725,"VERMONT",50,2020,"January","Winter Weather","Z",4,"ESSEX","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865727,"VERMONT",50,2020,"January","Winter Weather","Z",3,"ORLEANS","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865718,"VERMONT",50,2020,"January","Winter Storm","Z",6,"LAMOILLE","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","10.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 6 to 10 inches were observed with largely minimal impacts of slippery road conditions. An isolated power outage or two did occur due to snow loading of snow on wet branches that adhered and bent onto power lines.","CSV"
202001,16,0,202001,16,1400,144069,865720,"VERMONT",50,2020,"January","Winter Storm","Z",8,"WASHINGTON","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","10.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 6 to 10 inches were observed with largely minimal impacts of slippery road conditions. An isolated power outage or two did occur due to snow loading of snow on wet branches that adhered and bent onto power lines.","CSV"
202001,16,0,202001,16,1400,144069,865729,"VERMONT",50,2020,"January","Winter Weather","Z",9,"WESTERN ADDISON","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865730,"VERMONT",50,2020,"January","Winter Weather","Z",5,"WESTERN CHITTENDEN","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865731,"VERMONT",50,2020,"January","Winter Weather","Z",2,"WESTERN FRANKLIN","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,16,0,202001,16,1400,144069,865732,"VERMONT",50,2020,"January","Winter Weather","Z",11,"WESTERN RUTLAND","BTV","16-JAN-20 00:00:00","EST-5","16-JAN-20 14:00:00","0","0","0","0","5.00K","0.00K","CoCoRaHS",,,,,,,,,,,,,,,,,,,,,,"A clipper-like system quickly moved from the lower Great Lakes on the evening of January 15th, across central NY during the early morning hours of January 16th into the Gulf of Maine by midday.||A west to east band of moderate to occasionally heavy snow moved across the southern Adirondacks and central VT during the overnight and morning hours of January 16th, where 4 to 8 inches of snow was observed. Lesser snowfall totals were measured across northern NY, northern VT and southern VT.","Snowfall observations of 3 to 6 inches with minimal impacts, except normal slippery travel.","CSV"
202001,10,400,202001,13,900,144787,869447,"WASHINGTON",53,2020,"January","Heavy Snow","Z",520,"EAST SLOPES OF THE WASHINGTON CASCADES","PDT","10-JAN-20 04:00:00","PST-8","13-JAN-20 09:00:00","0","0","0","0","0.00K","0.00K","Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"Heavy Snow impacted the Washington Cascades and Blue Mountains with 1-2 feet of snow.","Twenty-four inches of snow in Roslyn, 20 inches  in Easton.","CSV"
202001,10,1000,202001,13,238,144787,869452,"WASHINGTON",53,2020,"January","Heavy Snow","Z",30,"NORTHWEST BLUE MOUNTAINS","PDT","10-JAN-20 10:00:00","PST-8","13-JAN-20 02:38:00","0","0","0","0","0.00K","0.00K","Public",,,,,,,,,,,,,,,,,,,,,,"Heavy Snow impacted the Washington Cascades and Blue Mountains with 1-2 feet of snow.","Twelve inches of new snow at Ski Bluewood.","CSV"
202001,11,930,202001,13,238,144785,869458,"OREGON",41,2020,"January","Heavy Snow","Z",49,"GRAND RONDE VALLEY","PDT","11-JAN-20 09:30:00","PST-8","13-JAN-20 02:38:00","0","0","0","0","0.00K","0.00K","Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"Heavy Snow was reported over the mountains and High Valleys with 6 to 12 inches of accumulation reported in many locations.","New snow of 11.5 inches in Summerville. Widespread snow accumulations of 5-6 inches throughout the valley.","CSV"
202001,10,1000,202001,14,1700,144785,869464,"OREGON",41,2020,"January","Heavy Snow","Z",509,"EAST SLOPES OF THE OREGON CASCADES","PDT","10-JAN-20 10:00:00","PST-8","14-JAN-20 17:00:00","0","0","0","0","0.00K","0.00K","Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"Heavy Snow was reported over the mountains and High Valleys with 6 to 12 inches of accumulation reported in many locations.","Ten inches of snow in Sunriver.","CSV"
202001,10,1000,202001,13,238,144785,869467,"OREGON",41,2020,"January","Heavy Snow","Z",503,"SOUTHERN BLUE MOUNTAINS","PDT","10-JAN-20 10:00:00","PST-8","13-JAN-20 02:38:00","0","0","0","0","0.00K","0.00K","Trained Spotter",,,,,,,,,,,,,,,,,,,,,,"Heavy Snow was reported over the mountains and High Valleys with 6 to 12 inches of accumulation reported in many locations.","Eight inches of snow 1 south of Long Creek and 11 NNE Spray.","CSV"
202001,10,1000,202001,13,238,144785,869469,"OREGON",41,2020,"January","Heavy Snow","Z",502,"NORTHERN BLUE MOUNTAINS","PDT","10-JAN-20 10:00:00","PST-8","13-JAN-20 02:38:00","0","0","0","0","0.00K","0.00K","SNOTEL",,,,,,,,,,,,,,,,,,,,,,"Heavy Snow was reported over the mountains and High Valleys with 6 to 12 inches of accumulation reported in many locations.","Eleven inches snow at High Ridge Snotel, 12 inches 9 N Elgin.","CSV"
202001,19,915,202001,19,1800,144797,869559,"PUERTO RICO",99,2020,"January","Coastal Flood","Z",5,"NORTH CENTRAL","SJU","19-JAN-20 09:15:00","AST-4","19-JAN-20 18:00:00","0","0","0","0","0.00K","0.00K","Emergency Manager",,,,,,,,,,,,,,,,,,,,,,"The combination of strong winds and a northerly swell resulted in hazardous seas across the local waters. These hazardous seas also resulted in large breaking waves, which lead to coastal flooding in some portions of the northern coast of Puerto Rico.","Coastal flooding occurred in Balneario Cerdo Gordo in Vega Alta. No incidents associated with this event were reported.","CSV"
